STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/22/2022,0.02,0,0,63,48,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/23/2022,0.09,0,0,56,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/24/2022,0,0,0,57,40,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/25/2022,0,0,0,59,42,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/26/2022,0.01,0,0,59,46,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/27/2022,0,0,0,63,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/28/2022,0,0,0,56,44,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/29/2022,0,0,0,58,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/30/2022,0,0,0,56,43,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/31/2022,0.01,0,0,54,41,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/1/2022,0.05,0,0,53,40,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/2/2022,0,0,0,55,42,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/3/2022,0.23,0,0,54,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/4/2022,0.55,0,0,49,38,1,,1,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/5/2022,0.01,0,0,53,39,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/6/2022,0,0,0,60,33,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/7/2022,0,0,0,73,42,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/8/2022,0.06,0,0,56,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/9/2022,0.23,0,0,49,36,1,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/10/2022,0.05,0,0,48,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/11/2022,0.02,0,0,53,37,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/12/2022,0.01,0,0,47,33,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/13/2022,0,0,0,44,32,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/14/2022,0.13,0,0,48,35,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/15/2022,0,0,0,50,36,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/16/2022,0.01,0,0,48,37,,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/17/2022,0,0,0,58,37,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/18/2022,0.23,0,0,52,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/19/2022,0.14,0,0,54,39,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/20/2022,0.08,0,0,54,38,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/21/2022,0.18,0,0,56,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/22/2022,0.01,0,0,58,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/23/2022,0,0,0,59,44,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/24/2022,0,0,0,67,42,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/25/2022,0.14,0,0,57,45,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/26/2022,0.05,0,0,52,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/27/2022,0,0,0,56,39,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/28/2022,0,0,0,57,42,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/29/2022,0.14,0,0,60,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/30/2022,0.39,0,0,60,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/1/2022,0,0,0,62,44,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/2/2022,0.37,0,0,54,47,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/3/2022,0,0,0,54,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/4/2022,0,0,0,65,45,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/5/2022,0.44,0,0,52,44,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/6/2022,0.64,0,0,55,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/7/2022,0.47,0,0,55,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/8/2022,0.02,0,0,55,40,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/9/2022,0.01,0,0,57,40,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/10/2022,0,0,0,59,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/11/2022,0.02,0,0,59,42,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/12/2022,0.29,0,0,51,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/13/2022,0,0,0,58,40,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/14/2022,0.03,0,0,66,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/15/2022,0.65,0,0,59,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/16/2022,0,0,0,60,45,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/17/2022,0,0,0,61,44,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/18/2022,0.24,0,0,57,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/19/2022,0,0,0,58,43,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/20/2022,0,0,0,61,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/21/2022,0,0,0,67,44,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/22/2022,0,0,0,71,46,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/23/2022,0,0,0,66,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/24/2022,0,0,0,59,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/25/2022,0.02,0,0,68,51,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/26/2022,0.24,0,0,66,50,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/27/2022,0,0,0,62,49,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/28/2022,0.15,0,0,58,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/29/2022,0.23,0,0,56,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/30/2022,0,0,0,60,45,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/31/2022,0,0,0,70,47,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/1/2022,0,0,0,71,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/2/2022,0.03,0,0,73,53,1,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/3/2022,0.17,0,0,62,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/4/2022,0.27,0,0,68,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/5/2022,0.56,0,0,65,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/6/2022,0,0,0,64,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/7/2022,0,0,0,72,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/8/2022,0,0,0,70,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/9/2022,1.1,0,0,59,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/10/2022,0.17,0,0,67,55,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/11/2022,0.01,0,0,69,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/12/2022,0.01,0,0,57,50,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/13/2022,0.11,0,0,60,48,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/14/2022,0.01,0,0,63,48,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/15/2022,0,0,0,62,50,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/16/2022,0.01,0,0,67,50,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/17/2022,0.16,0,0,57,53,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/18/2022,0.01,0,0,63,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/19/2022,0,0,0,66,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/20/2022,0,0,0,68,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/21/2022,0,0,0,76,50,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/22/2022,0.04,0,0,68,56,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/23/2022,0,0,0,71,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/24/2022,0,0,0,77,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/25/2022,0,0,0,87,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/26/2022,0,0,0,90,67,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/27/2022,0,0,0,91,57,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/28/2022,0.01,0,0,65,56,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/29/2022,0,0,0,69,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/30/2022,0,0,0,75,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/1/2022,0,0,0,75,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/2/2022,0,0,0,67,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/3/2022,0.09,0,0,58,52,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/4/2022,0,0,0,72,51,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/5/2022,0.02,0,0,76,53,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/6/2022,0.05,0,0,74,60,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/7/2022,0,0,0,77,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/8/2022,0,0,0,77,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/9/2022,0,0,0,77,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/10/2022,0,0,0,75,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/11/2022,0,0,0,86,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/12/2022,0,0,0,85,59,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/13/2022,0,0,0,77,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/14/2022,0,0,0,80,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/15/2022,0,0,0,78,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/16/2022,0,0,0,71,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/17/2022,0.01,0,0,69,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/18/2022,0.01,0,0,74,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/19/2022,0,0,0,83,55,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/20/2022,0,0,0,84,59,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/21/2022,0,0,0,81,57,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/22/2022,0,0,0,72,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/23/2022,0,0,0,72,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/24/2022,0,0,0,84,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/25/2022,0,0,0,87,62,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/26/2022,0,0,0,94,65,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/27/2022,0,0,0,91,61,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/28/2022,0,0,0,94,61,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/29/2022,0,0,0,95,63,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/30/2022,0,0,0,95,63,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/31/2022,0,0,0,95,65,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/1/2022,0,0,0,81,61,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/2/2022,0,0,0,77,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/3/2022,0,0,0,74,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/4/2022,0,0,0,70,58,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/5/2022,0,0,0,76,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/6/2022,0,0,0,84,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/7/2022,0,0,0,90,61,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/8/2022,0,0,0,91,61,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/9/2022,0,0,0,79,59,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/10/2022,0.03,0,0,70,59,1,,1,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/11/2022,0,0,0,81,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/12/2022,0,0,0,78,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/13/2022,0,0,0,75,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/14/2022,0,0,0,82,59,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/15/2022,0,0,0,84,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/16/2022,0,0,0,83,58,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/17/2022,0,0,0,90,63,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/18/2022,0,0,0,87,68,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/19/2022,0.02,0,0,79,63,,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/20/2022,0,0,0,77,62,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/21/2022,0,0,0,81,62,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/22/2022,0,0,0,84,59,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/23/2022,0,0,0,81,57,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/24/2022,0,0,0,87,59,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/25/2022,0,0,0,89,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/26/2022,0,0,0,72,60,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/27/2022,0,0,0,70,57,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/28/2022,0,0,0,77,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/29/2022,0,0,0,85,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/30/2022,0,0,0,90,62,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/31/2022,0,0,0,85,60,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/1/2022,0,0,0,79,58,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/2/2022,0,0,0,80,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/3/2022,0.06,0,0,74,57,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/4/2022,0.01,0,0,76,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/5/2022,0,0,0,75,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/6/2022,0,0,0,80,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/7/2022,0,0,0,78,58,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/8/2022,0,0,0,73,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/9/2022,0,0,0,78,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/10/2022,0,0,0,92,58,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/11/2022,0,0,0,72,60,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/12/2022,0,0,0,72,60,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/13/2022,0,0,0,69,59,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/14/2022,0,0,0,70,58,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/15/2022,0,0,0,69,57,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/16/2022,0.15,0,0,69,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/17/2022,0,0,0,68,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/18/2022,0,0,0,74,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/19/2022,0,0,0,77,49,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/20/2022,0,0,0,78,55,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/21/2022,0,0,0,77,50,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/22/2022,0,0,0,70,54,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/23/2022,0,0,0,69,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/24/2022,0,0,0,75,51,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/25/2022,0,0,0,80,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/26/2022,0,0,0,82,55,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/27/2022,0,0,0,76,53,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/28/2022,0.03,0,0,65,54,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/29/2022,0,0,0,70,56,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/30/2022,0,0,0,70,53,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/1/2022,0,0,0,78,54,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/2/2022,0,0,0,80,55,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/3/2022,0,0,0,78,53,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/4/2022,0,0,0,64,53,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/5/2022,0,0,0,64,53,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/6/2022,0,0,0,74,53,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/7/2022,0,0,0,77,53,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/8/2022,0,0,0,77,53,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/9/2022,0,0,0,74,51,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/10/2022,0.01,0,0,69,51,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/11/2022,0,0,0,68,48,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/12/2022,0,0,0,69,49,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/13/2022,0,0,0,75,48,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/14/2022,0,0,0,73,48,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/15/2022,0,0,0,77,54,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/16/2022,0,0,0,88,55,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/17/2022,0,0,0,67,52,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/18/2022,0,0,0,68,47,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/19/2022,0,0,0,67,48,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/20/2022,0,0,0,63,48,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/21/2022,0.31,0,0,53,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/22/2022,0.41,0,0,50,43,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/23/2022,0,0,0,55,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/24/2022,0.1,0,0,57,45,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/25/2022,0.47,0,0,51,45,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/26/2022,0,0,0,53,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/27/2022,0,0,0,59,49,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/28/2022,0.28,0,0,57,47,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/29/2022,0,0,0,56,43,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/30/2022,0.29,0,0,56,50,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/31/2022,0.64,0,0,54,46,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/1/2022,0.13,0,0,51,41,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/2/2022,0.05,0,0,46,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/3/2022,0.29,0,0,44,37,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/4/2022,0.21,0,0,57,42,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/5/2022,0,0,0,51,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/6/2022,0.76,0,0,45,38,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/7/2022,0.23,0,0,45,37,1,,1,1,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/8/2022,0,0,0,43,35,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/9/2022,0,0,0,45,32,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/10/2022,0,0,0,46,35,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/11/2022,0,0,0,49,37,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/12/2022,0,0,0,50,33,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/13/2022,0,0,0,49,35,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/14/2022,0,0,0,52,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/15/2022,0,0,0,54,34,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/16/2022,0,0,0,51,31,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/17/2022,0,0,0,51,36,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/18/2022,0,0,0,51,30,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/19/2022,0,0,0,50,31,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/20/2022,0,0,0,52,32,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/21/2022,0,0,0,48,39,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/22/2022,1.2,0,0,49,44,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/23/2022,0,0,0,53,41,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/24/2022,0,0,0,52,36,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/25/2022,0.66,0,0,46,37,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/26/2022,0.16,0,0,45,34,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/27/2022,0.17,0,0,47,39,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/28/2022,0.02,0,0,40,33,1,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/29/2022,1.05,0.9,0,39,30,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/30/2022,0.56,0.2,0,41,29,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/1/2022,0.02,0.4,0,37,28,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/2/2022,0.2,0.3,0,39,27,1,,,,,,
